index,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
18394,Agigdor,Wood,M,207,919-3637,AURORA,ME,04408,M,N,40000,8.5,0,5700,0
18395,Michihiro,Klimko,M,912,789-1826,MACON,GA,31217,M,Y,45000,6.0,0,5400,3000
18396,Meera,Theuretzbacher,F,843,679-4935,LAURENS,SC,29360,M,N,60000,7.0,0,6600,0
18397,Faron,Aichinger,F,219,211-1882,AMBOY,IN,46911,M,N,75000,3.4,0,2000,0
18398,Takeaki,Dana,F,517,829-4944,BELLAIRE,MI,49615,S,N,20000,3.9,3100,0,0
18399,Kostas,Purkayastha,F,352,820-1135,DOVER,FL,33527,M,N,45000,0.0,0,0,0
18400,Sanping,Romijn,F,787,927-7359,HORMIGUEROS,PR,00660,S,Y,90000,0.0,0,0,0
18401,Annie,Orengo,F,701,252-1426,BUFFALO,ND,58011,S,Y,55000,2.3932838,3300,0,3300
18402,Alek,Tari,F,603,955-3697,RAYMOND,NH,03077,M,N,5000,0.0,0,0,0
18403,Paitoon,Tague,F,208,429-8613,AHSAHKA,ID,83520,M,N,40000,7.8,0,6600,0
18404,Luba,Halgason,M,260,371-1086,INDIANAPOLIS,IN,46202,S,Y,5000,3.4,1000,0,1000
18405,Kosmas,Przulj,F,801,585-2795,MILFORD,UT,84751,S,Y,80000,7.0,2475,0,2475
18406,Maureen,Asplund,M,912,995-2786,ATHENS,GA,30604,M,Y,5000,4.4,0,5400,3000
18407,Kirsty,Pinger,F,802,697-2728,PLYMOUTH,VT,05056,S,Y,70000,4.397808,3300,0,3300
18408,Kunimasa,Fontan,F,605,823-9672,BROOKINGS,SD,57006,S,Y,35000,0.0,0,0,0
18409,Wilfried,Karnin,F,551,690-7767,POMPTON LAKES,NJ,07442,M,N,75000,2.267396,0,2000,0
18410,Kenrick,Radhakrishnan,M,918,325-1965,ATOKA,OK,74525,S,N,80000,6.25,1000,0,0
18411,Chris,Hermanns,M,205,840-7276,CROPWELL,AL,35054,M,N,50000,5.0,0,3000,300
18412,Chrysanthos,Il''in,F,435,460-3503,CENTERVILLE,UT,84014,S,N,70000,7.0,2475,0,0
18413,Ismailcem,Schamber,F,402,907-5378,SNYDER,NE,68664,M,Y,15000,4.7976766,0,206,103
18414,Bevin,Mitchusson,F,775,955-5963,NORTH LAS VEGAS,NV,89032,M,Y,85000,0.0,0,0,0
18415,Bohuslav,Kugelmass,M,609,741-1782,TRENTON,NJ,08638,S,N,45000,1.7942708,1000,0,0
18416,Kali,Bijlsma,M,712,925-4239,SIBLEY,IA,51249,M,N,60000,8.98,0,80,0
18417,Lantzos,Pedrycz,M,802,225-1723,NORTH HERO,VT,05474,S,N,70000,4.397808,3300,0,0
18418,Christopher,Llana,F,314,350-5349,CLEVELAND,MO,64734,M,Y,90000,6.0,0,4200,1200
18419,Cristobal,Huijsmans,F,435,154-3269,PROVIDENCE,UT,84332,M,N,70000,7.0,0,4950,0
18420,Ila,Baar,M,603,110-3134,NORTH HAVERHILL,NH,03774,M,N,35000,0.0,0,0,0
18421,LouAnne,Geffroy,F,718,369-6573,MARTVILLE,NY,13111,S,N,60000,4.3012195,0,0,0
18422,Natacha,Zodik,F,262,764-4594,AVOCA,WI,53506,M,N,65000,5.575788,0,1400,0
18423,Petru,Emond,F,715,146-8598,MARSHFIELD,WI,54472,S,Y,90000,6.010166,700,0,400
18424,Yew,Duris,M,580,494-6369,ELMER,OK,73539,M,Y,95000,6.25,0,2000,1000
18425,Dermont,Kroha,M,605,594-6681,YALE,SD,57386,M,N,40000,0.0,0,0,0
18426,Terrye,Dumas,F,228,495-8170,JACKSON,MS,39210,M,Y,20000,5.0,0,12000,1500
18427,Georgette,Philcox,M,304,234-7726,DOROTHY,WV,25060,S,N,50000,5.8,2000,0,0
18428,Karthikeyan,Kabatianski,F,703,479-1956,CLUSTER SPRINGS,VA,24535,M,N,60000,5.75,0,1800,0
18429,Shihming,Beliaeva,F,620,954-7885,CIRCLEVILLE,KS,66416,S,N,55000,6.45,2250,0,0
18430,Aki,Antonakopoulos,M,401,222-7743,MIDDLETOWN,RI,02842,M,Y,20000,0.0,0,0,0
18431,Jutai,Cangellaris,M,563,885-5188,MACEDONIA,IA,51549,S,Y,20000,3.2516527,40,0,40
18432,Stathis,Engelmann,M,701,140-3514,DRISCOLL,ND,58532,S,N,30000,2.1034775,3300,0,0
18433,Liangchun,Dever,M,260,640-9752,PUTNAMVILLE,IN,46170,S,Y,85000,3.4,1000,0,1000
18434,Lashon,Poehlman,M,608,334-6474,FENNIMORE,WI,53809,M,N,100000,6.183918,0,1400,0
18435,Bjarte,Davoren,F,478,675-3505,PORTAL,GA,30450,M,Y,70000,6.0,0,5400,3000
18436,Lorant,Lucio,M,276,768-5513,BLUEFIELD,VA,24605,S,N,65000,5.75,900,0,0
18437,Felicja,Olivi,M,939,908-7508,SAN JUAN,PR,00927,S,N,95000,0.0,0,0,0
18438,Lone,Pietrzykowski,F,502,606-6765,LOYALL,KY,40854,S,N,70000,5.7222223,20,0,0
18439,Steffan,Mongenet,M,207,763-2670,LEE,ME,04455,S,Y,70000,8.5,2850,0,2850
18440,Wibke,Loeppner,F,406,338-8672,GARRYOWEN,MT,59031,S,Y,65000,6.9,1900,0,1900
18441,Haiyan,Soicher,M,720,249-1067,COLORADO SPRINGS,CO,80902,M,N,100000,4.63,0,0,0
18442,Silvie,DiPasquo,F,808,685-6185,MAKAWELI,HI,96769,S,N,100000,8.25,1040,0,0
18443,Enrique,Oettli,M,814,491-4480,YORK,PA,17404,M,Y,10000,3.07,0,0,0
18444,Nhon,Strijk,M,712,319-4449,DES MOINES,IA,50305,M,N,60000,8.98,0,80,0
18445,Georghios,Redon,F,571,419-1570,PENNINGTON GAP,VA,24277,S,Y,80000,5.75,900,0,900
18446,Daya,Reif,F,228,488-3600,PHILIPP,MS,38950,S,N,85000,5.0,6000,0,0
18447,Iordana,Routh,M,307,798-4637,MC KINNON,WY,82938,M,N,50000,0.0,0,0,0
18448,Guglielmo,Matteis,F,301,890-5524,FLINTSTONE,MD,21530,S,N,70000,4.75,2400,0,0
18449,Pierrette,Veevers,M,848,753-2197,PORT READING,NJ,07064,M,N,55000,1.9519792,0,2000,0
18450,Jingwen,Mancey,M,781,710-4049,REHOBOTH,MA,02769,S,N,80000,5.3,3575,0,0
18451,Kewal,Bodwin,M,939,247-3048,CAYEY,PR,00736,M,N,20000,0.0,0,0,0
18452,Azuma,Bruns,F,404,650-9206,BARWICK,GA,31720,M,N,55000,6.0,0,5400,0
18453,Behcet,Viola,M,740,809-2333,SYCAMORE,OH,44882,S,N,70000,2.8696666,1300,0,0
18454,Minjae,Vinter,F,856,354-8556,CALDWELL,NJ,07006,M,Y,15000,1.4,0,2000,1500
18455,Herkimer,Adolphe,M,971,741-3403,CAVE JUNCTION,OR,97523,S,Y,80000,9.0,159,0,159
18456,Mihir,Salmon,M,508,828-7429,WRENTHAM,MA,02093,S,N,65000,5.3,3575,0,0
18457,Gerge,Rovida,M,320,489-6106,HOUSTON,MN,55943,M,N,90000,7.85,0,6600,0
18458,Sakti,Gerace,M,856,701-9007,PRINCETON,NJ,08542,S,Y,65000,2.1096876,1000,0,1500
18459,Sander,Balasubrahmanyam,M,251,129-9147,MONTGOMERY,AL,36108,M,N,75000,5.0,0,3000,300
18460,Renny,Sloman,M,401,140-6201,MANVILLE,RI,02838,M,N,35000,0.0,0,0,0
18461,Francesmary,Buzato,F,479,206-5084,WASHINGTON,AR,71862,S,Y,55000,7.0,20,0,20
18462,Vernon,Sallet,F,313,778-6226,DETROIT,MI,48213,S,Y,35000,3.9,3100,0,3100
18463,Supriyo,Schoelles,F,248,944-7239,DETROIT,MI,48279,S,N,30000,3.9,3100,0,0
18464,Alois,Guillame,M,402,258-6049,MALCOLM,NE,68402,M,N,30000,6.84,0,206,0
18465,Adel,Schnabel,F,304,691-9425,MAN,WV,25635,M,N,40000,5.1000004,0,4000,0
18466,Abdelwaheb,Pocchiola,M,908,233-2063,TOMS RIVER,NJ,08756,M,N,25000,1.4788542,0,2000,0
18467,Daan,Terekhov,M,563,624-5465,AVOCA,IA,51521,M,N,45000,7.111101,0,80,0
18468,Ikuyo,Mazene,F,907,951-8183,FAIRBANKS,AK,99710,S,Y,95000,0.0,0,0,0
18469,Sajio,Backer,F,302,995-9765,NEWARK,DE,19713,M,N,30000,3.9045453,0,220,0
18470,Kan,Dollery,F,660,968-5783,ALBANY,MO,64402,S,N,30000,6.0,2100,0,0
18471,Vahid,Strivastav,M,336,308-9635,BLADENBORO,NC,28320,M,N,5000,6.0,0,6600,0
18472,Darwyn,Shalini,M,208,920-7905,CAREYWOOD,ID,83809,M,N,90000,7.8,0,6600,0
18473,Bevan,Pouffary,F,802,889-1669,UNDERHILL,VT,05489,M,Y,55000,4.099376,0,6600,3300
18474,Shinji,Grizzle,F,702,263-7155,PAHRUMP,NV,89061,S,Y,95000,0.0,0,0,0
18475,Dongseung,Sonenberg,F,316,169-3362,MELVERN,KS,66510,M,N,60000,6.45,0,4500,0
18476,Yujiun,Poythress,F,502,416-8055,KRYPTON,KY,41754,S,Y,30000,3.5,20,0,20
18477,Jinhai,Derry,F,847,572-8516,JOHNSTON CITY,IL,62951,S,Y,55000,3.0,2000,0,2000
18478,Marlene,Gerasch,F,720,678-2645,HOWARD,CO,81233,M,N,50000,4.63,0,0,0
18479,Raschid,Rizk,F,816,763-6277,GALLATIN,MO,64640,S,Y,75000,6.0,2100,0,1200
18480,Samer,Peres,M,636,697-7224,HIGH HILL,MO,63350,M,N,95000,6.0,0,4200,0
18481,Kosmas,Bongiovanni,F,615,453-9226,SHADY VALLEY,TN,37688,M,Y,45000,0.0,0,0,0
18482,Nobumitsu,Hirshfeld,M,478,756-8557,THE ROCK,GA,30285,S,Y,40000,6.0,2700,0,3000
18483,Sonal,Pien,M,763,991-8872,SAINT PAUL,MN,55188,S,N,25000,5.5895944,3300,0,0
18484,Dharini,Schmidmaier,F,504,454-3459,BIENVILLE,LA,71008,S,N,60000,6.0,4500,0,0
18485,Jouko,Vicolov,M,304,122-4226,FOSTER,WV,25081,S,N,90000,6.5,2000,0,0
18486,Gajendra,Alfonsin,F,307,218-9077,SAINT STEPHENS,WY,82524,S,N,65000,0.0,0,0,0
18487,Subhash,Pileggi,F,785,655-9327,MACKSVILLE,KS,67557,S,N,65000,6.45,2250,0,0
18488,Gregoire,Arlazarov,F,808,223-5189,KEAUHOU,HI,96739,M,N,5000,1.9407895,0,2080,0
18489,Eckart,Baudino,M,763,776-5015,MANKATO,MN,56002,S,Y,60000,7.4572573,3300,0,3300
18490,Schy,Getto,F,256,342-5478,BESSEMER,AL,35023,M,N,15000,5.0,1500,0,300
18491,Fridtjof,Pletch,F,320,122-8235,PERLEY,MN,56574,S,Y,50000,6.9236393,3300,0,3300
18492,Aurora,Tokunaga,M,832,986-2348,HOUSTON,TX,77285,M,N,60000,0.0,0,0,0
18493,Arkadi,Cornard,M,425,803-8390,EASTSOUND,WA,98245,M,Y,75000,0.0,0,0,0
18494,Roar,Whitley,F,551,359-4567,SECAUCUS,NJ,07096,S,Y,20000,1.4,1000,0,1500
18495,Sosuke,Reisfelder,F,401,867-9025,FORESTDALE,RI,02824,M,Y,75000,0.0,0,0,0
18496,Myong,Salowe,F,302,336-1812,CLAYMONT,DE,19703,M,Y,40000,4.586364,0,220,110
18497,Kalle,Oogane,M,605,727-8428,FAIRFAX,SD,57335,M,Y,20000,0.0,0,0,0
18498,Hodong,Swanberg,M,347,810-7636,FLUSHING,NY,11358,M,Y,75000,4.3881097,0,0,1000
18499,Falko,Psaltis,F,843,971-6599,ESTILL,SC,29918,M,N,15000,7.0,0,6600,0
18500,Icel,Engbersen,F,907,909-3699,ATKA,AK,99547,S,N,95000,0.0,0,0,0
18501,Ulrike,Sylor,M,787,286-7226,ROOSEVELT ROADS,PR,00742,S,Y,30000,0.0,0,0,0
18502,Paola,Berglund,M,225,996-4450,WINNSBORO,LA,71295,S,Y,50000,6.0,4500,0,1000
18503,Jacopo,Prata,M,317,408-4079,CLIFFORD,IN,47226,M,N,5000,3.4,0,2000,0
18504,Ganrav,Stack,M,410,508-5882,EDEN,MD,21822,S,N,40000,4.75,2400,0,0
18505,Meilir,Ungar,F,434,431-9059,BLUEFIELD,VA,24605,S,N,15000,5.214286,900,0,0
18506,Magatho,Brodner,F,561,669-7474,PORT CHARLOTTE,FL,33949,S,Y,60000,0.0,0,0,0
18507,Rildo,Baumert,F,406,344-5643,WISDOM,MT,59761,S,Y,30000,6.9,1900,0,1900
18508,Oddvar,Schijf,M,802,787-7228,GRANVILLE,VT,05747,M,N,85000,4.69624,0,6600,0
18509,Suhir,Linares,F,720,957-2314,SEDGWICK,CO,80749,S,N,60000,4.63,0,0,0
18510,Sherman,Rouchaleau,M,425,876-4877,UNIVERSITY PLACE,WA,98467,M,N,25000,0.0,0,0,0
18511,Naren,Popien,M,618,983-3283,BELLEVILLE,IL,62222,S,Y,95000,3.0,2000,0,2000
18512,Myron,Priol,M,567,874-5798,GRAND RAPIDS,OH,43522,M,N,75000,3.0356412,0,2600,0
18513,Feniosky,Chitson,F,802,720-2569,BEECHER FALLS,VT,05902,M,Y,60000,4.1988535,0,6600,3300
18514,Gertrud,Duske,M,505,737-2381,TYRONE,NM,88065,S,N,15000,4.957143,3300,0,0
18515,Samuel,Zodik,M,607,981-1970,BLOOMING GROVE,NY,10914,M,Y,10000,4.011585,0,0,1000
18516,Vahid,Reith,M,970,262-1732,AGUILAR,CO,81020,S,Y,10000,4.63,0,0,0
18517,Clovis,Sanada,M,920,930-4531,MILWAUKEE,WI,53234,S,Y,85000,5.9232907,700,0,400
18518,Motoshi,Qureshi,M,662,897-5408,MOSS,MS,39460,M,N,100000,5.0,0,12000,0
18519,Faruk,Prinz,M,405,221-9237,BOKCHITO,OK,74726,M,Y,90000,6.25,0,2000,1000
18520,Tarak,Stanculescu,M,479,442-8381,LITTLE ROCK,AR,72215,S,Y,20000,4.9682083,20,0,20
18521,Yevgeniy,Junnemann,F,505,593-4168,CANJILON,NM,87515,S,N,45000,5.3,3300,0,0
18522,Darwin,Lazaro,M,907,219-4273,ANCHORAGE,AK,99507,S,N,60000,0.0,0,0,0
18523,Kripasindhu,Vaananen,M,662,661-7024,SHUQUALAK,MS,39361,M,Y,30000,5.0,0,12000,1500
18524,Wagish,Schnoebelen,F,423,648-9627,MOUNTAIN HOME,TN,37684,S,Y,50000,0.0,0,0,0
18525,Christelle,Giggi,F,623,718-5716,SELIGMAN,AZ,86337,M,N,50000,3.49,0,4200,0
18526,Gladys,Losch,M,516,961-1453,LEWISTON,NY,14092,S,N,95000,4.5039635,0,0,0
18527,Yinan,Philcox,F,208,978-9011,CARMEN,ID,83462,M,Y,100000,7.8,0,6600,3300
18528,Eddi,Billington,F,907,203-6192,KIPNUK,AK,99614,S,Y,5000,0.0,0,0,0
18529,Lurdes,Faustini,M,308,805-9438,OMAHA,NE,68118,M,N,25000,6.5736103,0,206,0
18530,Clelia,Stemann,F,303,955-5316,TOPONAS,CO,80479,S,N,15000,4.63,0,0,0
18531,Thyagarajan,Steihaug,F,623,731-1031,CLARKDALE,AZ,86324,S,Y,55000,3.5674999,2100,0,2300
18532,Kohei,Halpin,F,319,422-7783,ALGONA,IA,50511,S,Y,75000,8.98,40,0,40
18533,Pentti,Holthofer,F,207,867-1694,STRONG,ME,04983,M,N,5000,2.2135036,0,5700,0
18534,Siamak,Olkin,M,606,942-2319,UNIONTOWN,KY,42461,M,N,100000,6.0,0,40,0
18535,Joe,Gotoda,M,816,463-7945,LAURIE,MO,65038,M,Y,30000,6.0,0,4200,1200
18536,Lambert,Poston,F,435,179-8390,SALT LAKE CITY,UT,84141,S,N,90000,7.0,2475,0,0
18537,Sharada,Wray,F,603,805-8856,PLAISTOW,NH,03865,M,Y,80000,0.0,0,0,0
18538,Sashi,Zochling,M,308,463-5638,STRATTON,NE,69043,S,N,50000,6.84,103,0,0
18539,Xubo,Jungen,M,787,588-7866,SAN JUAN,PR,00927,S,N,60000,0.0,0,0,0
18540,Insup,Ardis,F,848,821-2604,CARLSTADT,NJ,07072,M,Y,45000,1.7942708,0,2000,1500
18541,Aloke,Bramson,M,207,767-6010,SUMNER,ME,04292,M,Y,100000,8.5,0,5700,2850
18542,Tomoharu,Monkewich,M,605,831-2602,CANOVA,SD,57321,M,Y,85000,0.0,0,0,0
18543,Tomoharu,Steffen,M,859,675-9318,PARKSVILLE,KY,40464,M,N,80000,6.0,0,40,0
18544,Immo,Temoshenko,M,251,790-4533,RAMER,AL,36069,M,N,35000,5.0,1500,0,0
18545,PerOlof,Johnsson,M,803,721-1665,SPARTANBURG,SC,29306,M,N,55000,7.0,0,6600,0
18546,Jinx,Reuter,M,228,565-2812,RICHTON,MS,39476,M,Y,85000,5.0,0,12000,1500
18547,Hidehito,Tsiligaridis,M,603,200-7341,ACWORTH,NH,03601,S,N,75000,0.0,0,0,0
18548,Lyle,Melanson,F,262,785-8720,MADISON,WI,53725,S,N,70000,5.6626635,700,0,0
18549,Seyit,Berend,F,757,331-2286,BASKERVILLE,VA,23915,M,N,10000,3.875,0,1800,0
18550,Yukio,Aboulhamid,F,208,965-1836,SAINT ANTHONY,ID,83445,M,N,100000,7.8,0,6600,0
18551,Weixiong,Klement,M,207,787-4637,ORRINGTON,ME,04474,M,Y,80000,8.5,0,5700,2850
18552,Djenana,Ormicki,M,208,588-1040,ATLANTA,ID,83601,M,N,85000,7.8,0,6600,0
18553,Naveen,Tomas,M,202,868-9481,WASHINGTON,DC,20414,S,N,10000,4.5,1370,0,0
18554,Surnjani,Takano,M,541,255-5656,HAINES,OR,97833,S,N,30000,9.0,159,0,0
18555,Donia,Sheridan,M,520,488-8206,MAMMOTH,AZ,85618,S,Y,35000,3.2575,2100,0,2300
18556,Edson,Valadier,F,641,673-7789,FERGUSON,IA,50078,S,Y,15000,2.479763,40,0,40
18557,Ramasamy,Lucia,M,207,439-7780,BELFAST,ME,04915,M,Y,50000,8.5,0,5700,2850
18558,Sulekha,Grams,M,318,715-5411,SAINT LANDRY,LA,71367,M,Y,5000,2.0,0,9000,1000
18559,Nadir,Maloney,M,412,217-8804,SOUDERTON,PA,18964,M,N,30000,3.07,0,0,0
18560,Shimshon,Amrhein,M,302,743-4754,YORKLYN,DE,19736,S,N,30000,3.9045453,110,0,0
18561,Yucel,Hercksen,M,505,590-2189,LAS CRUCES,NM,88013,S,N,55000,5.3,3300,0,0
18562,Suvo,Birke,M,907,791-3906,MANLEY HOT SPRINGS,AK,99756,S,Y,90000,0.0,0,0,0
18563,Terri,Grobel,F,224,271-9162,PEARL CITY,IL,61062,M,Y,75000,3.0,0,4000,2000
18564,Evangelos,Sutre,M,774,906-6824,MONUMENT BEACH,MA,02553,M,N,60000,5.3,0,7150,0
18565,Jereon,Melton,F,775,802-1138,LAS VEGAS,NV,89145,S,N,50000,0.0,0,0,0
18566,Izak,Ludolph,F,702,185-4816,LAS VEGAS,NV,89133,M,N,85000,0.0,0,0,0
18567,Yukiko,Labarthe,M,304,247-6944,PARKERSBURG,WV,26101,S,N,50000,5.8,2000,0,0
18568,Kyung,Laske,F,919,961-8762,MEBANE,NC,27302,S,N,30000,6.361888,3300,0,0
18569,Osmar,Szanser,M,801,931-2377,LAYTON,UT,84040,S,Y,75000,7.0,2475,0,2475
18570,Kyungwol,Ruben,F,504,531-7673,NOBLE,LA,71462,S,Y,50000,6.0,4500,0,1000
18571,Vittorio,Douligeris,F,603,315-2226,LACONIA,NH,03246,S,N,30000,0.0,0,0,0
18572,Friedemann,Bahl,F,712,633-5426,URBANA,IA,52345,M,N,90000,8.98,0,80,0
18573,Colm,Zeidenstein,M,270,728-8638,RICHMOND,KY,40476,S,N,70000,5.7222223,20,0,0
18574,Shinkyu,Schittenkopf,F,417,367-5938,KANSAS CITY,MO,64144,S,N,85000,6.0,2100,0,0
18575,Stewart,Trudel,M,202,639-2893,WASHINGTON,DC,20029,M,N,25000,7.875,0,2740,0
18576,Wojceich,Quatrain,F,808,720-5953,PEARL CITY,HI,96782,S,N,40000,8.25,1040,0,0
18577,Melven,Ulich,M,215,821-3483,HUNTINGDON,PA,16652,S,N,90000,3.07,0,0,0
18578,Guglielmo,Krunz,F,801,845-6918,OGDEN,UT,84201,M,Y,40000,7.0,0,4950,2475
18579,Maggie,Koshimizu,M,802,268-5053,EAST WALLINGFORD,VT,05742,M,N,10000,3.6,0,6600,0
18580,Danette,Rajamony,M,912,862-4039,BRASELTON,GA,30517,S,N,30000,6.0,2700,0,0
18581,Ashley,Burgard,M,862,812-5115,SALEM,NJ,08079,S,N,15000,1.4,1000,0,0
18582,Adri,Noble,M,316,615-1871,TONGANOXIE,KS,66086,M,Y,95000,6.45,0,4500,2250
18583,Evelina,Ochimizu,M,939,868-3689,CIALES,PR,00638,S,N,30000,0.0,0,0,0
18584,Kunihito,Carrington,M,401,154-4520,NEWPORT,RI,02840,S,Y,25000,0.0,0,0,0
18585,Detmar,Standera,M,479,716-7656,GREENBRIER,AR,72058,S,Y,15000,3.773037,20,0,20
18586,Dejan,Klefstad,F,406,257-4425,HATHAWAY,MT,59333,M,Y,10000,4.916379,0,3800,1900
18587,Houria,Guha,M,401,735-7050,PORTSMOUTH,RI,02871,M,Y,65000,0.0,0,0,0
18588,Nader,Dou,F,330,220-1025,NORWALK,OH,44857,M,Y,30000,1.5418718,0,2600,1300
18589,Junsik,Gomi,M,302,675-3686,ODESSA,DE,19730,S,N,40000,4.586364,110,0,0
18590,Magid,Ustimenko,M,330,171-8065,SALEM,OH,44460,M,Y,30000,1.5418718,0,2600,1300
18591,Mariet,Ambroszkiewicz,M,914,497-9576,HENRIETTA,NY,14467,S,N,45000,4.2143292,0,0,0
18592,Anderla,Honglei,F,641,335-5560,MINGO,IA,50168,S,N,50000,7.8829904,40,0,0
18593,Cornelious,Mitsuhashi,M,620,488-6994,OVERLAND PARK,KS,66207,S,Y,50000,6.45,2250,0,2250
18594,Jongsuk,Greenberger,M,773,303-8987,CABERY,IL,60919,M,Y,55000,3.0,0,4000,2000
18595,Cedric,Chute,M,208,982-5646,COEUR D ALENE,ID,83814,S,Y,40000,7.8,3300,0,3300
18596,Joakim,Mattison,F,207,832-2362,FRANKFORT,ME,04438,S,N,15000,6.9580293,2850,0,0
18597,Mihaela,Annot,M,402,351-8261,ARAPAHOE,NE,68922,M,Y,5000,3.0217428,0,206,103
18598,Kinji,Afsarmanesh,M,580,530-5937,ALEX,OK,73002,S,Y,25000,6.25,1000,0,1000
18599,Shigeu,Dondis,M,202,457-9950,WASHINGTON,DC,20241,S,N,45000,9.0,1370,0,0
18600,Arif,Kameya,F,334,224-1366,LOGAN,AL,35098,M,N,5000,5.0,1500,0,300
18601,Kohji,Haworth,F,505,774-2849,HOLMAN,NM,87723,M,Y,85000,5.3,0,6600,3300
18602,Darren,Hanafy,M,513,614-2636,STEWART,OH,45778,S,N,60000,2.537718,1300,0,0
18603,Sungkil,Ruamviboonsuk,M,939,574-7776,ADJUNTAS,PR,00601,M,N,20000,0.0,0,0,0
18604,Stefaan,Foong,F,253,463-7271,LACEY,WA,98509,S,Y,70000,0.0,0,0,0
18605,Traugot,Schlenzig,M,631,678-5213,SCIO,NY,14880,S,N,80000,4.4170732,0,0,0
18606,Asawaree,Cannell,F,939,417-1646,SAN JUAN,PR,00922,M,N,45000,0.0,0,0,0
18607,Chanjung,MacLeod,M,901,972-5376,PETROS,TN,37845,M,N,95000,0.0,0,0,0
18608,Orin,Anguilar,M,786,863-4164,NAPLES,FL,34119,S,N,10000,0.0,0,0,0
18609,Troy,Nguifo,M,843,899-1334,PINELAND,SC,29934,M,Y,35000,7.0,0,6600,3300
18610,Rajagopalan,Bacher,M,405,486-4425,ALEX,OK,73002,M,Y,35000,6.25,0,2000,1000
18611,Athar,Verruijt,F,435,471-1183,BEAR RIVER CITY,UT,84301,M,N,20000,7.0,0,4950,0
18612,Minkai,Kadoda,M,806,843-6281,EL PASO,TX,79910,M,Y,30000,0.0,0,0,0
18613,Sandi,Schlenzig,M,860,970-7791,PAWCATUCK,CT,06379,M,Y,55000,5.0,0,24500,0
18614,Thurman,Paludetto,F,203,194-2950,CANTERBURY,CT,06331,M,Y,80000,5.0,0,24500,0
18615,Gary,Debelack,M,909,496-5947,WHITETHORN,CA,95589,S,Y,90000,9.3,87,0,272
18616,Jeffry,Futatsugi,M,443,801-4175,LINTHICUM HEIGHTS,MD,21090,M,N,80000,4.75,0,4800,0
18617,Inger,Schoelles,F,651,441-1461,CANNON FALLS,MN,55009,M,N,40000,6.3900213,0,6600,0
18618,Haiming,Tummala,F,605,835-4935,OELRICHS,SD,57763,S,Y,95000,0.0,0,0,0
18619,Khalil,Imai,M,907,276-1743,LOWER KALSKAG,AK,99626,S,N,35000,0.0,0,0,0
18620,Rokia,Lappalainen,F,301,239-6891,OWINGS,MD,20736,S,Y,55000,4.75,2400,0,2400
18621,Fouzia,Janocha,F,308,890-6353,LINCOLN,NE,68588,S,N,90000,6.84,103,0,0
18622,Uzi,Murai,M,308,931-2284,BAYARD,NE,69334,M,Y,15000,4.7976766,0,206,103
18623,Philipe,Taneja,M,412,670-7524,NEW CASTLE,PA,16108,S,Y,85000,3.07,0,0,0
18624,Ramo,Georgatos,F,870,523-3568,VIOLET HILL,AR,72584,M,Y,25000,6.16338,0,40,20
18625,Sangjin,Kosecka,F,928,867-1482,SAN TAN VALLEY,AZ,85143,S,Y,55000,3.5674999,2100,0,2300
18626,Yuanyuan,Boreale,M,208,416-6848,BOISE,ID,83701,S,N,95000,7.8,3300,0,0
18627,Barrett,Tsunakawa,M,503,833-9908,ADRIAN,OR,97901,S,N,100000,9.0,159,0,0
18628,Zubin,Miyachi,F,503,516-6735,BEAVERTON,OR,97006,M,Y,20000,9.0,0,318,159
18629,Maddalena,Holmback,M,845,709-3067,ALBANY,NY,12250,M,N,90000,4.475,0,0,0
18630,Aspassia,Shimony,F,989,142-3542,UNION,MI,49130,M,Y,35000,3.9,0,6200,3100
18631,Xiannong,Curthoys,M,402,430-1275,WAUSA,NE,68786,S,N,85000,6.84,103,0,0
18632,Armando,Mazene,M,952,145-8408,VERMILLION,MN,55085,S,N,100000,7.85,3300,0,0
18633,Kazutaki,Kachitvichyanukul,M,317,382-8250,MIDDLETOWN,IN,47356,S,Y,70000,3.4,1000,0,1000
18634,Antonius,Gentner,M,603,201-6126,MANCHESTER,NH,03105,S,Y,85000,0.0,0,0,0
18635,Salwa,Kabat,M,207,201-9404,SOUTH PORTLAND,ME,04106,S,N,95000,8.5,2850,0,0
18636,Katarzyna,Nieuwejaar,F,501,315-3444,VILONIA,AR,72173,M,N,15000,3.773037,0,40,0
18637,Madan,Benassi,F,603,914-3606,CENTER HARBOR,NH,03226,S,N,85000,0.0,0,0,0
18638,Hugues,Bruma,M,304,424-7713,CUCUMBER,WV,24826,M,N,90000,6.5,0,4000,0
18639,Hongwei,Hembry,M,939,674-2984,BAYAMON,PR,00960,S,N,10000,0.0,0,0,0
18640,Marita,Bemmerl,M,802,433-3500,WEST BURKE,VT,05871,M,N,70000,4.397808,0,6600,0
18641,Hilary,Akaho,F,541,126-4088,FALL CREEK,OR,97438,M,Y,65000,9.0,0,318,159
18642,Yuzheng,Luebbert,M,785,171-1623,SENECA,KS,66538,S,Y,30000,6.45,2250,0,2250
18643,Tinghuai,Stieger,F,401,405-3390,WOOD RIVER JUNCTION,RI,02894,M,N,30000,0.0,0,0,0
18644,Yiwan,Voisard,M,731,978-8006,KNOXVILLE,TN,37917,M,Y,75000,0.0,0,0,0
18645,Shawna,Meriste,F,731,806-9435,BELVIDERE,TN,37306,M,N,100000,0.0,0,0,0
